,Permit Creation Date,Revised Cost,Zipcode,Revised_Cost_Range,Low,Very Low,High,Medium,Very High,Extremely High
2690,2013-01-28,5200.0,94116.0,Low,1,0,0,0,0,0
2691,2013-01-28,5400.0,94112.0,Low,1,0,0,0,0,0
2692,2013-01-28,1538.0,94122.0,Low,1,0,0,0,0,0
2693,2013-01-28,9000.0,94124.0,Low,1,0,0,0,0,0
2694,2013-01-28,190419.0,94103.0,High,0,0,1,0,0,0
2695,2013-01-28,5000.0,94122.0,Low,1,0,0,0,0,0
2696,2013-01-28,5000.0,94122.0,Low,1,0,0,0,0,0
2697,2013-01-28,2000.0,94112.0,Low,1,0,0,0,0,0
2698,2013-01-28,10000.0,94112.0,Low,1,0,0,0,0,0
2699,2013-01-28,10000.0,94109.0,Low,1,0,0,0,0,0
2700,2013-01-28,4432.0,94127.0,Low,1,0,0,0,0,0
2701,2013-01-28,1.0,94122.0,Very Low,0,1,0,0,0,0
2702,2013-01-28,50000.0,94121.0,Medium,0,0,0,1,0,0
2703,2013-01-28,0.0,94122.0,Very Low,0,1,0,0,0,0
2704,2013-01-28,9000.0,94116.0,Low,1,0,0,0,0,0
2705,2013-01-28,3000.0,94112.0,Low,1,0,0,0,0,0
2706,2013-01-28,800000.0,94102.0,High,0,0,1,0,0,0
2707,2013-01-28,150000.0,94109.0,High,0,0,1,0,0,0
2708,2013-01-28,10000.0,94134.0,Low,1,0,0,0,0,0
2709,2013-01-28,3100.0,94114.0,Low,1,0,0,0,0,0
2710,2013-01-28,1.0,94133.0,Very Low,0,1,0,0,0,0
2711,2013-01-28,1.0,94133.0,Very Low,0,1,0,0,0,0
2712,2013-01-28,5000.0,94112.0,Low,1,0,0,0,0,0
2713,2013-01-28,1.0,94110.0,Very Low,0,1,0,0,0,0
2714,2013-01-28,150000.0,94123.0,High,0,0,1,0,0,0
2715,2013-01-28,150000.0,94123.0,High,0,0,1,0,0,0
2716,2013-01-28,12026.0,94117.0,Medium,0,0,0,1,0,0
2717,2013-01-28,17500.0,94116.0,Medium,0,0,0,1,0,0
2718,2013-01-28,10000.0,94118.0,Low,1,0,0,0,0,0
2719,2013-01-28,300000.0,94104.0,High,0,0,1,0,0,0
2720,2013-01-28,1.0,94109.0,Very Low,0,1,0,0,0,0
2721,2013-01-28,12000.0,94114.0,Medium,0,0,0,1,0,0
2722,2013-01-28,1800000.0,94103.0,Very High,0,0,0,0,1,0
2723,2013-01-28,80000.0,94122.0,Medium,0,0,0,1,0,0
2724,2013-01-28,12000.0,94103.0,Medium,0,0,0,1,0,0
2725,2013-01-28,207000.0,94105.0,High,0,0,1,0,0,0
2726,2013-01-28,130000.0,94105.0,High,0,0,1,0,0,0
2727,2013-01-28,1.0,94112.0,Very Low,0,1,0,0,0,0
2728,2013-01-28,650000.0,94102.0,High,0,0,1,0,0,0
2729,2013-01-28,1.0,94112.0,Very Low,0,1,0,0,0,0
2730,2013-01-28,1.0,94112.0,Very Low,0,1,0,0,0,0
2731,2013-01-28,1.0,94112.0,Very Low,0,1,0,0,0,0
2732,2013-01-28,1.0,94112.0,Very Low,0,1,0,0,0,0
2733,2013-01-28,16500.0,94110.0,Medium,0,0,0,1,0,0
2734,2013-01-28,276664.0,94103.0,High,0,0,1,0,0,0
2735,2013-01-28,3000.0,94121.0,Low,1,0,0,0,0,0
2736,2013-01-28,1.0,94114.0,Very Low,0,1,0,0,0,0
2737,2013-01-28,111277.0,94123.0,High,0,0,1,0,0,0
2738,2013-01-28,10300.0,94116.0,Medium,0,0,0,1,0,0
2739,2013-01-28,300000.0,94114.0,High,0,0,1,0,0,0
2740,2013-01-28,1.0,94114.0,Very Low,0,1,0,0,0,0
2741,2013-01-24,137500.0,94109.0,High,0,0,1,0,0,0
2742,2013-01-28,1.0,94133.0,Very Low,0,1,0,0,0,0
2743,2013-01-28,55000.0,94122.0,Medium,0,0,0,1,0,0
2744,2013-01-28,1.0,94114.0,Very Low,0,1,0,0,0,0
2745,2013-01-28,1.0,94109.0,Very Low,0,1,0,0,0,0
2746,2013-01-28,195582.0,94103.0,High,0,0,1,0,0,0
2747,2013-01-28,195582.0,94103.0,High,0,0,1,0,0,0
2748,2013-01-28,10000.0,94109.0,Low,1,0,0,0,0,0
2749,2013-01-28,1.0,94110.0,Very Low,0,1,0,0,0,0
2750,2013-01-28,1.0,94110.0,Very Low,0,1,0,0,0,0
2751,2013-01-28,4800.0,94127.0,Low,1,0,0,0,0,0
2752,2013-01-28,12000.0,94110.0,Medium,0,0,0,1,0,0
2753,2013-01-28,8500.0,94110.0,Low,1,0,0,0,0,0
2754,2013-01-28,1.0,94108.0,Very Low,0,1,0,0,0,0
2755,2013-01-28,1500.0,94115.0,Low,1,0,0,0,0,0
2756,2013-01-28,1.0,94131.0,Very Low,0,1,0,0,0,0
2757,2013-01-28,180000.0,94103.0,High,0,0,1,0,0,0
2758,2013-01-28,40170.0,94103.0,Medium,0,0,0,1,0,0
2759,2013-01-28,950000.0,94111.0,High,0,0,1,0,0,0
2760,2013-01-28,1.0,94104.0,Very Low,0,1,0,0,0,0
2761,2013-01-28,20000.0,94102.0,Medium,0,0,0,1,0,0
2762,2013-01-28,22000.0,94109.0,Medium,0,0,0,1,0,0
2763,2013-01-28,3000.0,94134.0,Low,1,0,0,0,0,0
2764,2013-01-28,1.0,94123.0,Very Low,0,1,0,0,0,0
2765,2013-01-28,3000.0,94124.0,Low,1,0,0,0,0,0
2766,2013-01-28,3000.0,94124.0,Low,1,0,0,0,0,0
2767,2013-01-28,10000.0,94107.0,Low,1,0,0,0,0,0
2768,2013-01-28,125000.0,94103.0,High,0,0,1,0,0,0
2769,2013-01-28,84000.0,94127.0,Medium,0,0,0,1,0,0
2770,2013-01-28,120000.0,94108.0,High,0,0,1,0,0,0
2771,2013-01-28,1.0,94116.0,Very Low,0,1,0,0,0,0
2772,2013-01-28,1.0,94108.0,Very Low,0,1,0,0,0,0
2773,2013-01-28,7250.0,94116.0,Low,1,0,0,0,0,0
2774,2013-01-28,5000.0,94108.0,Low,1,0,0,0,0,0
2775,2013-01-28,25000.0,94107.0,Medium,0,0,0,1,0,0
2776,2013-01-28,5000.0,94102.0,Low,1,0,0,0,0,0
2777,2013-01-28,50000.0,94109.0,Medium,0,0,0,1,0,0
2778,2013-01-28,1.0,94123.0,Very Low,0,1,0,0,0,0
2779,2013-01-28,5000.0,94111.0,Low,1,0,0,0,0,0
2780,2013-01-28,1.0,94104.0,Very Low,0,1,0,0,0,0
2781,2013-01-28,9500.0,94131.0,Low,1,0,0,0,0,0
2782,2013-01-28,8500.0,94110.0,Low,1,0,0,0,0,0
2783,2013-01-28,5000.0,94104.0,Low,1,0,0,0,0,0
2784,2013-01-28,50000.0,94123.0,Medium,0,0,0,1,0,0
2785,2013-01-28,50000.0,94123.0,Medium,0,0,0,1,0,0
2786,2013-01-28,5900.0,94116.0,Low,1,0,0,0,0,0
2787,2013-01-28,1.0,94109.0,Very Low,0,1,0,0,0,0
2788,2013-01-28,3500.0,94123.0,Low,1,0,0,0,0,0
2789,2013-01-28,1.0,94110.0,Very Low,0,1,0,0,0,0
2790,2013-01-28,120000.0,94107.0,High,0,0,1,0,0,0
2791,2013-01-28,75800.0,94131.0,Medium,0,0,0,1,0,0
2792,2013-01-28,267.0,94131.0,Very Low,0,1,0,0,0,0
2793,2013-01-28,111277.0,94122.0,High,0,0,1,0,0,0
2794,2013-01-28,2500.0,94131.0,Low,1,0,0,0,0,0
2795,2013-01-28,9500.0,94118.0,Low,1,0,0,0,0,0
2796,2013-01-28,50000.0,94114.0,Medium,0,0,0,1,0,0
2797,2013-01-28,50000.0,94114.0,Medium,0,0,0,1,0,0
2798,2013-01-28,6000.0,94115.0,Low,1,0,0,0,0,0
2799,2013-01-28,13460.0,94123.0,Medium,0,0,0,1,0,0
2800,2013-01-28,1.0,94114.0,Very Low,0,1,0,0,0,0
2801,2013-01-22,12000.0,94131.0,Medium,0,0,0,1,0,0
2802,2013-01-28,12000.0,94131.0,Medium,0,0,0,1,0,0
2803,2013-01-28,12000.0,94131.0,Medium,0,0,0,1,0,0
2804,2013-01-28,8250.0,94107.0,Low,1,0,0,0,0,0
2805,2013-01-28,5000.0,94121.0,Low,1,0,0,0,0,0
2806,2013-01-28,5000.0,94121.0,Low,1,0,0,0,0,0
2807,2013-01-28,68000.0,94109.0,Medium,0,0,0,1,0,0
2808,2013-01-29,18000.0,94123.0,Medium,0,0,0,1,0,0
2809,2013-01-29,1600.0,94103.0,Low,1,0,0,0,0,0
2810,2013-01-29,1600.0,94103.0,Low,1,0,0,0,0,0
2811,2013-01-29,1600.0,94103.0,Low,1,0,0,0,0,0
2812,2013-01-29,1.0,94111.0,Very Low,0,1,0,0,0,0
2813,2013-01-29,1.0,94111.0,Very Low,0,1,0,0,0,0
2814,2013-01-29,14000.0,94105.0,Medium,0,0,0,1,0,0
2815,2013-01-29,8657.0,94105.0,Low,1,0,0,0,0,0
2816,2013-01-29,14921.0,94111.0,Medium,0,0,0,1,0,0
2817,2013-01-29,32000.0,94103.0,Medium,0,0,0,1,0,0
2818,2013-01-29,32000.0,94103.0,Medium,0,0,0,1,0,0
2819,2013-01-29,11000.0,94105.0,Medium,0,0,0,1,0,0
2820,2013-01-29,150000.0,94109.0,High,0,0,1,0,0,0
2821,2013-01-29,3000.0,94122.0,Low,1,0,0,0,0,0
2822,2013-01-29,35000.0,94118.0,Medium,0,0,0,1,0,0
2823,2013-01-29,2455.0,94112.0,Low,1,0,0,0,0,0
2824,2013-01-29,3216.0,94114.0,Low,1,0,0,0,0,0
2825,2013-01-29,42500.0,94123.0,Medium,0,0,0,1,0,0
2826,2013-01-29,13000.0,94115.0,Medium,0,0,0,1,0,0
2827,2013-01-29,13000.0,94115.0,Medium,0,0,0,1,0,0
2828,2013-01-29,3800.0,94117.0,Low,1,0,0,0,0,0
2829,2013-01-29,4234.0,94131.0,Low,1,0,0,0,0,0
2830,2013-01-29,14775.0,94116.0,Medium,0,0,0,1,0,0
2831,2013-01-29,250000.0,94123.0,High,0,0,1,0,0,0
2832,2013-01-29,11700.0,94124.0,Medium,0,0,0,1,0,0
2833,2013-01-29,65000.0,94116.0,Medium,0,0,0,1,0,0
2834,2013-01-29,4500.0,94118.0,Low,1,0,0,0,0,0
2835,2013-01-29,21300.0,94122.0,Medium,0,0,0,1,0,0
2836,2013-01-29,20000.0,94117.0,Medium,0,0,0,1,0,0
2837,2013-01-29,20000.0,94117.0,Medium,0,0,0,1,0,0
2838,2013-01-29,1.0,94122.0,Very Low,0,1,0,0,0,0
2839,2013-01-29,1.0,94107.0,Very Low,0,1,0,0,0,0
2840,2013-01-29,1500.0,94112.0,Low,1,0,0,0,0,0
2841,2013-01-29,159.0,94117.0,Very Low,0,1,0,0,0,0
2842,2013-01-29,1500.0,94122.0,Low,1,0,0,0,0,0
2843,2013-01-29,3000.0,94124.0,Low,1,0,0,0,0,0
2844,2013-01-29,12000.0,94111.0,Medium,0,0,0,1,0,0
2845,2013-01-29,8900.0,94110.0,Low,1,0,0,0,0,0
2846,2013-01-29,79450.0,94121.0,Medium,0,0,0,1,0,0
2847,2013-01-29,150000.0,94117.0,High,0,0,1,0,0,0
2848,2013-01-29,150000.0,94117.0,High,0,0,1,0,0,0
2849,2013-01-29,85000.0,94116.0,Medium,0,0,0,1,0,0
2850,2013-01-29,5000.0,UNKNOWN,Low,1,0,0,0,0,0
2851,2013-01-29,80000.0,94115.0,Medium,0,0,0,1,0,0
2852,2013-01-29,1.0,94117.0,Very Low,0,1,0,0,0,0
2853,2013-01-29,18526.0,94108.0,Medium,0,0,0,1,0,0
2854,2013-01-29,40000.0,94108.0,Medium,0,0,0,1,0,0
2855,2013-01-29,60000.0,94122.0,Medium,0,0,0,1,0,0
2856,2013-01-29,2000.0,94123.0,Low,1,0,0,0,0,0
2857,2013-01-29,1.0,94114.0,Very Low,0,1,0,0,0,0
2858,2013-01-29,10000.0,94117.0,Low,1,0,0,0,0,0
2859,2013-01-29,3000.0,94102.0,Low,1,0,0,0,0,0
2860,2013-01-29,1000.0,94102.0,Very Low,0,1,0,0,0,0
2861,2013-01-29,1865.0,94114.0,Low,1,0,0,0,0,0
2862,2013-01-29,1.0,94114.0,Very Low,0,1,0,0,0,0
2863,2013-01-29,1.0,94124.0,Very Low,0,1,0,0,0,0
2864,2013-01-29,1.0,94124.0,Very Low,0,1,0,0,0,0
2865,2013-01-29,2000.0,94110.0,Low,1,0,0,0,0,0
2866,2013-01-29,630000.0,94105.0,High,0,0,1,0,0,0
2867,2013-01-29,2000.0,94110.0,Low,1,0,0,0,0,0
2868,2013-01-29,9000.0,94107.0,Low,1,0,0,0,0,0
2869,2013-01-29,1.0,94117.0,Very Low,0,1,0,0,0,0
2870,2013-01-29,1.0,94110.0,Very Low,0,1,0,0,0,0
2871,2013-01-29,1.0,94105.0,Very Low,0,1,0,0,0,0
2872,2013-01-29,15000.0,94103.0,Medium,0,0,0,1,0,0
2873,2013-01-29,1.0,94102.0,Very Low,0,1,0,0,0,0
2874,2013-01-29,8735.0,94127.0,Low,1,0,0,0,0,0
2875,2013-01-29,5000.0,94110.0,Low,1,0,0,0,0,0
2876,2013-01-29,111277.0,94121.0,High,0,0,1,0,0,0
2877,2013-01-29,5000.0,94103.0,Low,1,0,0,0,0,0
2878,2013-01-29,8000.0,94133.0,Low,1,0,0,0,0,0
2879,2013-01-29,8000.0,94103.0,Low,1,0,0,0,0,0
2880,2013-01-29,3000.0,94114.0,Low,1,0,0,0,0,0
2881,2013-01-29,1.0,94124.0,Very Low,0,1,0,0,0,0
2882,2013-01-29,1865.0,94114.0,Low,1,0,0,0,0,0
2883,2013-01-29,14000.0,94103.0,Medium,0,0,0,1,0,0
2884,2013-01-29,15000.0,94117.0,Medium,0,0,0,1,0,0
2885,2013-01-29,5700.0,94123.0,Low,1,0,0,0,0,0
2886,2013-01-29,23460.0,94122.0,Medium,0,0,0,1,0,0
2887,2013-01-29,14000.0,94105.0,Medium,0,0,0,1,0,0
2888,2013-01-29,1.0,94105.0,Very Low,0,1,0,0,0,0
2889,2013-01-29,800.0,94103.0,Very Low,0,1,0,0,0,0
2890,2013-01-29,600000.0,94114.0,High,0,0,1,0,0,0
2891,2013-01-29,10000.0,94115.0,Low,1,0,0,0,0,0
2892,2013-01-28,19000.0,94112.0,Medium,0,0,0,1,0,0
2893,2013-01-29,9800.0,94117.0,Low,1,0,0,0,0,0
2894,2013-01-29,9800.0,94117.0,Low,1,0,0,0,0,0
2895,2013-01-29,9800.0,94117.0,Low,1,0,0,0,0,0
2896,2013-01-29,1.0,94116.0,Very Low,0,1,0,0,0,0
2897,2013-01-29,1500.0,94122.0,Low,1,0,0,0,0,0
2898,2013-01-29,45600.0,94131.0,Medium,0,0,0,1,0,0
2899,2013-01-29,15000.0,94109.0,Medium,0,0,0,1,0,0
2900,2013-01-29,34050.0,94131.0,Medium,0,0,0,1,0,0
2901,2013-01-29,6500.0,94114.0,Low,1,0,0,0,0,0
2902,2013-01-29,6000.0,94118.0,Low,1,0,0,0,0,0
2903,2013-01-29,1.0,94102.0,Very Low,0,1,0,0,0,0
2904,2013-01-29,330000.0,94117.0,High,0,0,1,0,0,0
2905,2013-01-29,4500.0,94123.0,Low,1,0,0,0,0,0
2906,2013-01-29,330000.0,94117.0,High,0,0,1,0,0,0
2907,2013-01-29,267.0,94122.0,Very Low,0,1,0,0,0,0
2908,2013-01-29,2000.0,94112.0,Low,1,0,0,0,0,0
2909,2013-01-29,5000.0,94110.0,Low,1,0,0,0,0,0
2910,2013-01-29,5000.0,94110.0,Low,1,0,0,0,0,0
2911,2013-01-29,17000.0,94117.0,Medium,0,0,0,1,0,0
2912,2013-01-29,40000.0,94134.0,Medium,0,0,0,1,0,0
2913,2013-01-29,40000.0,94123.0,Medium,0,0,0,1,0,0
2914,2013-01-29,70000.0,94110.0,Medium,0,0,0,1,0,0
2915,2013-01-29,350000.0,94109.0,High,0,0,1,0,0,0
2916,2013-01-29,5000.0,94112.0,Low,1,0,0,0,0,0
2917,2013-01-29,1500.0,94116.0,Low,1,0,0,0,0,0
2918,2013-01-29,1.0,94133.0,Very Low,0,1,0,0,0,0
2919,2013-01-29,22100.0,94131.0,Medium,0,0,0,1,0,0
2920,2013-01-29,35000.0,94114.0,Medium,0,0,0,1,0,0
2921,2013-01-29,8000.0,94105.0,Low,1,0,0,0,0,0
2922,2013-01-29,44000.0,94110.0,Medium,0,0,0,1,0,0
2923,2013-01-29,18000.0,94131.0,Medium,0,0,0,1,0,0
2924,2013-01-29,2425.0,94121.0,Low,1,0,0,0,0,0
2925,2013-01-29,1600000.0,94105.0,Very High,0,0,0,0,1,0
2926,2013-01-23,11000.0,94116.0,Medium,0,0,0,1,0,0
2927,2013-01-29,2500.0,94124.0,Low,1,0,0,0,0,0
2928,2013-01-29,6000.0,94117.0,Low,1,0,0,0,0,0
2929,2013-01-29,6000.0,94117.0,Low,1,0,0,0,0,0
2930,2013-01-28,2800.0,94117.0,Low,1,0,0,0,0,0
2931,2013-01-29,1.0,94110.0,Very Low,0,1,0,0,0,0
2932,2013-01-29,2000.0,94107.0,Low,1,0,0,0,0,0
2933,2013-01-29,9000.0,94117.0,Low,1,0,0,0,0,0
2934,2013-01-29,0.0,94117.0,Very Low,0,1,0,0,0,0
2935,2013-01-29,5000.0,94112.0,Low,1,0,0,0,0,0
2936,2013-01-29,30000.0,94132.0,Medium,0,0,0,1,0,0
2937,2013-01-29,1.0,94116.0,Very Low,0,1,0,0,0,0
2938,2013-01-29,48400.0,94121.0,Medium,0,0,0,1,0,0
2939,2013-01-29,48400.0,94121.0,Medium,0,0,0,1,0,0
2940,2013-01-29,1.0,94110.0,Very Low,0,1,0,0,0,0
2941,2013-01-29,1.0,94110.0,Very Low,0,1,0,0,0,0
2942,2013-01-29,12000.0,94123.0,Medium,0,0,0,1,0,0
2943,2013-01-29,55000.0,94111.0,Medium,0,0,0,1,0,0
2944,2013-01-29,90000.0,94118.0,Medium,0,0,0,1,0,0
2945,2013-01-29,1.0,94103.0,Very Low,0,1,0,0,0,0
2946,2013-01-29,7000.0,94112.0,Low,1,0,0,0,0,0
2947,2013-01-29,111277.0,94115.0,High,0,0,1,0,0,0
2948,2013-01-29,3000.0,94118.0,Low,1,0,0,0,0,0
2949,2013-01-29,500.0,94109.0,Very Low,0,1,0,0,0,0
2950,2013-01-29,25000.0,94114.0,Medium,0,0,0,1,0,0
2951,2013-01-30,1.0,94103.0,Very Low,0,1,0,0,0,0
2952,2013-01-30,100000.0,94110.0,Medium,0,0,0,1,0,0
2953,2013-01-30,7000.0,94109.0,Low,1,0,0,0,0,0
2954,2013-01-30,20000.0,94110.0,Medium,0,0,0,1,0,0
2955,2013-01-30,196215.0,94104.0,High,0,0,1,0,0,0
2956,2013-01-30,2500.0,94133.0,Low,1,0,0,0,0,0
2957,2013-01-30,1.0,94134.0,Very Low,0,1,0,0,0,0
2958,2013-01-30,2000.0,94118.0,Low,1,0,0,0,0,0
2959,2013-01-30,18000.0,94114.0,Medium,0,0,0,1,0,0
2960,2013-01-30,1.0,94102.0,Very Low,0,1,0,0,0,0
2961,2013-01-30,1600000.0,94133.0,Very High,0,0,0,0,1,0
2962,2013-01-30,4224.0,94121.0,Low,1,0,0,0,0,0
2963,2013-01-30,4224.0,94121.0,Low,1,0,0,0,0,0
2964,2013-01-30,1500000.0,94103.0,Very High,0,0,0,0,1,0
2965,2013-01-30,9000.0,94121.0,Low,1,0,0,0,0,0
2966,2013-01-30,11000.0,94109.0,Medium,0,0,0,1,0,0
2967,2013-01-30,600.0,94127.0,Very Low,0,1,0,0,0,0
2968,2013-01-30,32000.0,94112.0,Medium,0,0,0,1,0,0
2969,2013-01-30,7200.0,94124.0,Low,1,0,0,0,0,0
2970,2013-01-30,1.0,94109.0,Very Low,0,1,0,0,0,0
2971,2013-01-30,1.0,94122.0,Very Low,0,1,0,0,0,0
2972,2013-01-30,50000.0,94122.0,Medium,0,0,0,1,0,0
2973,2013-01-30,75000.0,94121.0,Medium,0,0,0,1,0,0
2974,2013-01-30,111277.0,94121.0,High,0,0,1,0,0,0
2975,2013-01-30,1.0,94121.0,Very Low,0,1,0,0,0,0
2976,2013-01-30,1000.0,94112.0,Very Low,0,1,0,0,0,0
2977,2013-01-30,2700.0,94114.0,Low,1,0,0,0,0,0
2978,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
2979,2013-01-30,400000.0,94124.0,High,0,0,1,0,0,0
2980,2013-01-30,9000.0,94110.0,Low,1,0,0,0,0,0
2981,2013-01-30,30000.0,94110.0,Medium,0,0,0,1,0,0
2982,2013-01-30,30000.0,94110.0,Medium,0,0,0,1,0,0
2983,2013-01-30,110000.0,94118.0,High,0,0,1,0,0,0
2984,2013-01-30,1.0,94107.0,Very Low,0,1,0,0,0,0
2985,2013-01-30,0.0,94103.0,Very Low,0,1,0,0,0,0
2986,2013-01-30,0.0,94103.0,Very Low,0,1,0,0,0,0
2987,2013-01-30,50000.0,94110.0,Medium,0,0,0,1,0,0
2988,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
2989,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
2990,2013-01-30,15000.0,94111.0,Medium,0,0,0,1,0,0
2991,2013-01-30,5000.0,94111.0,Low,1,0,0,0,0,0
2992,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
2993,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
2994,2013-01-30,15897.0,94110.0,Medium,0,0,0,1,0,0
2995,2013-01-30,15897.0,94114.0,Medium,0,0,0,1,0,0
2996,2013-01-30,6000.0,94109.0,Low,1,0,0,0,0,0
2997,2013-01-30,3500.0,94115.0,Low,1,0,0,0,0,0
2998,2013-01-30,19615.0,94118.0,Medium,0,0,0,1,0,0
2999,2013-01-30,1.0,94114.0,Very Low,0,1,0,0,0,0
3000,2013-01-30,8000.0,94122.0,Low,1,0,0,0,0,0
3001,2013-01-30,776200.0,94108.0,High,0,0,1,0,0,0
3002,2013-01-30,900.0,94109.0,Very Low,0,1,0,0,0,0
3003,2013-01-30,2000.0,94122.0,Low,1,0,0,0,0,0
3004,2013-01-30,400000.0,94108.0,High,0,0,1,0,0,0
3005,2013-01-30,35000.0,94116.0,Medium,0,0,0,1,0,0
3006,2013-01-30,3500.0,94112.0,Low,1,0,0,0,0,0
3007,2013-01-30,97956.0,94133.0,Medium,0,0,0,1,0,0
3008,2013-01-30,50000.0,94133.0,Medium,0,0,0,1,0,0
3009,2013-01-30,500.0,94118.0,Very Low,0,1,0,0,0,0
3010,2013-01-30,40000.0,94115.0,Medium,0,0,0,1,0,0
3011,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
3012,2013-01-30,750000.0,94102.0,High,0,0,1,0,0,0
3013,2013-01-30,3500.0,94123.0,Low,1,0,0,0,0,0
3014,2013-01-30,1.0,94109.0,Very Low,0,1,0,0,0,0
3015,2013-01-30,25000.0,94134.0,Medium,0,0,0,1,0,0
3016,2013-01-30,10000.0,94114.0,Low,1,0,0,0,0,0
3017,2013-01-30,1.0,94109.0,Very Low,0,1,0,0,0,0
3018,2013-01-30,9720.0,94118.0,Low,1,0,0,0,0,0
3019,2013-01-30,22000.0,94123.0,Medium,0,0,0,1,0,0
3020,2013-01-30,35000.0,94117.0,Medium,0,0,0,1,0,0
3021,2013-01-30,15000.0,94117.0,Medium,0,0,0,1,0,0
3022,2013-01-30,875000.0,94107.0,High,0,0,1,0,0,0
3023,2013-01-30,100000.0,94103.0,Medium,0,0,0,1,0,0
3024,2013-01-30,100000.0,94103.0,Medium,0,0,0,1,0,0
3025,2013-01-30,111277.0,94108.0,High,0,0,1,0,0,0
3026,2013-01-29,5000.0,94131.0,Low,1,0,0,0,0,0
3027,2013-01-29,5000.0,94131.0,Low,1,0,0,0,0,0
3028,2013-01-30,30000.0,94105.0,Medium,0,0,0,1,0,0
3029,2013-01-30,8170.0,94110.0,Low,1,0,0,0,0,0
3030,2013-01-30,14000.0,94103.0,Medium,0,0,0,1,0,0
3031,2013-01-30,1000.0,94133.0,Very Low,0,1,0,0,0,0
3032,2013-01-30,15000.0,94123.0,Medium,0,0,0,1,0,0
3033,2013-01-30,20000.0,UNKNOWN,Medium,0,0,0,1,0,0
3034,2013-01-30,500.0,94112.0,Very Low,0,1,0,0,0,0
3035,2013-01-30,8000.0,94103.0,Low,1,0,0,0,0,0
3036,2013-01-30,25000.0,94134.0,Medium,0,0,0,1,0,0
3037,2013-01-30,11400.0,94131.0,Medium,0,0,0,1,0,0
3038,2013-01-30,2000.0,94110.0,Low,1,0,0,0,0,0
3039,2013-01-30,1575.0,94110.0,Low,1,0,0,0,0,0
3040,2013-01-30,1800.0,94105.0,Low,1,0,0,0,0,0
3041,2013-01-30,1.0,94107.0,Very Low,0,1,0,0,0,0
3042,2013-01-30,1725.0,94110.0,Low,1,0,0,0,0,0
3043,2013-01-30,25000.0,94158.0,Medium,0,0,0,1,0,0
3044,2013-01-30,1.0,94107.0,Very Low,0,1,0,0,0,0
3045,2013-01-30,1510000.0,94103.0,Very High,0,0,0,0,1,0
3046,2013-01-30,111277.0,94124.0,High,0,0,1,0,0,0
3047,2013-01-30,20000.0,94110.0,Medium,0,0,0,1,0,0
3048,2013-01-30,8000.0,94112.0,Low,1,0,0,0,0,0
3049,2013-01-30,111277.0,94123.0,High,0,0,1,0,0,0
3050,2013-01-30,70000.0,94124.0,Medium,0,0,0,1,0,0
3051,2013-01-30,15000.0,94123.0,Medium,0,0,0,1,0,0
3052,2013-01-30,1.0,94133.0,Very Low,0,1,0,0,0,0
3053,2013-01-30,14750.0,94127.0,Medium,0,0,0,1,0,0
3054,2013-01-30,1.0,94158.0,Very Low,0,1,0,0,0,0
3055,2013-01-30,1000.0,94121.0,Very Low,0,1,0,0,0,0
3056,2013-01-30,45000.0,94117.0,Medium,0,0,0,1,0,0
3057,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
3058,2013-01-30,1.0,94110.0,Very Low,0,1,0,0,0,0
3059,2013-01-30,1.0,94117.0,Very Low,0,1,0,0,0,0
3060,2013-01-30,1.0,94109.0,Very Low,0,1,0,0,0,0
3061,2013-01-31,1495000.0,94103.0,Very High,0,0,0,0,1,0
3062,2013-01-31,4500.0,94105.0,Low,1,0,0,0,0,0
3063,2013-01-31,6450.0,94116.0,Low,1,0,0,0,0,0
3064,2013-01-31,6500.0,94116.0,Low,1,0,0,0,0,0
3065,2013-01-31,6650.0,94116.0,Low,1,0,0,0,0,0
3066,2013-01-31,400000.0,UNKNOWN,High,0,0,1,0,0,0
3067,2013-01-31,1.0,94116.0,Very Low,0,1,0,0,0,0
3068,2013-01-31,19500.0,94107.0,Medium,0,0,0,1,0,0
3069,2013-01-31,1.0,94116.0,Very Low,0,1,0,0,0,0
3070,2013-01-31,1.0,94110.0,Very Low,0,1,0,0,0,0
3071,2013-01-31,1.0,94116.0,Very Low,0,1,0,0,0,0
3072,2013-01-31,1.0,94110.0,Very Low,0,1,0,0,0,0
3073,2013-01-31,90000.0,94133.0,Medium,0,0,0,1,0,0
3074,2013-01-31,90000.0,94133.0,Medium,0,0,0,1,0,0
3075,2013-01-31,2000.0,94124.0,Low,1,0,0,0,0,0
3076,2013-01-31,7000.0,94124.0,Low,1,0,0,0,0,0
3077,2013-01-31,3000.0,94122.0,Low,1,0,0,0,0,0
3078,2013-01-31,1.0,94103.0,Very Low,0,1,0,0,0,0
3079,2013-01-31,15000.0,94127.0,Medium,0,0,0,1,0,0
3080,2013-01-31,20000.0,94118.0,Medium,0,0,0,1,0,0
3081,2013-01-31,20000.0,94118.0,Medium,0,0,0,1,0,0
